grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;percent_reune;emissor;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration
IPCA SPREAD;ESSDB5;2026-06-16;2040-10-15;IPCA + 7,1146%;--;ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A (*);7.8674;7.6927;7.8125;0.04;7.76;7.85;991.916952;94.52;2166.0
IPCA SPREAD;ETSP12;2026-06-16;2039-04-15;IPCA + 4,8500%;--;EQUATORIAL TRANSMISSORA 7 SPE S.A.;8.4429;8.2677;8.2790;0.15;8.12;8.43;1143.572232;81.42;1547.0
IPCA SPREAD;FGEN13;2026-06-16;2027-12-15;IPCA + 6,4686%;--;FERREIRA GOMES ENERGIA S/A;8.0919;7.9092;7.9842;0.12;7.85;8.11;500.581856;98.62;246.0
DI SPREAD;FLRY19;2026-06-16;2029-05-17;DI + 0,5500%;5%;FLEURY S/A (*);0.5381;0.3500;0.4327;0.02;0.41;0.45;1013.631292;100.24;523.0
DI SPREAD;FRAS16;2026-06-16;2030-10-25;DI + 0,7500%;--;FRAS-LE S/A (*);1.3638;0.6536;1.0024;0.00;0.99;1.00;1011.008008;99.17;829.0
IPCA SPREAD;FURN21;2026-06-16;2029-11-15;IPCA + 4,0800%;50%;FURNAS CENTRAIS ELETRICAS S/A;8.5365;8.1704;8.3180;0.15;8.15;8.47;1170.159712;93.03;450.0
IPCA SPREAD;GASC19;2026-06-16;2040-10-15;IPCA + 6,5823%;50%;RUMO MALHA PAULISTA S/A (*);8.3501;8.0751;8.2229;0.14;8.07;8.37;919.317820;87.39;2179.0
IPCA SPREAD;GASC22;2026-06-16;2031-06-15;IPCA + 4,5200%;--;RUMO MALHA PAULISTA S/A (*);9.3684;8.9687;9.0636;0.09;8.96;9.15;1151.829599;85.65;910.0
IPCA SPREAD;GSTS24;2026-06-16;2037-05-15;IPCA + 6,8516%;--;AGUAS DE TERESINA SANEAMENTO SPE S.A. (*);11.6816;9.9223;10.7151;0.32;10.39;11.03;950.769626;79.18;1612.0
DI SPREAD;HAPV19;2026-06-16;2032-05-16;DI + 1,0500%;--;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*);7.7070;5.9380;6.8518;0.59;6.25;7.44;811.569303;80.22;964.0
DI SPREAD;HBSA14;2026-06-16;2028-06-11;DI + 0,5000%;--;HIDROVIAS DO BRASIL S.A. (*);0.7500;0.3547;0.5500;0.00;0.54;0.55;1000.771693;99.91;450.0
DI SPREAD;HYPEA7;2026-06-16;2028-12-15;DI + 1,3000%;--;HYPERA S/A (*);0.8856;0.5348;0.7081;0.06;0.64;0.76;1011.047552;101.04;447.0
IPCA SPREAD;IRJS15;2026-06-16;2044-02-15;IPCA + 7,1303%;15%;IGUA RIO DE JANEIRO S.A. (*);10.8060;10.5148;10.6506;0.11;10.53;10.76;1030.995389;79.57;1702.0
IPCA SPREAD;ISAEC0;2026-06-16;2040-10-15;IPCA + 6,6382%;--;ISA ENERGIA BRASIL S.A. (*);7.5606;7.2895;7.3985;0.07;7.31;7.47;983.380344;93.74;2270.0
DI SPREAD;ISPE12;2026-06-16;2029-06-01;DI + 2,5000%;--;IGUA SERGIPE S.A. (*);2.7500;2.1957;2.4506;0.00;2.44;2.45;1007.515905;100.11;611.0
IPCA SPREAD;ITPO14;2026-06-16;2036-11-15;IPCA + 6,2878%;--;ITAPOA TERMINAIS PORTUÁRIOS S/A (*);8.2990;8.1549;8.2239;0.14;8.08;8.36;1366.982743;90.95;1304.0
IPCA SPREAD;LIGH1B;2026-06-16;2032-11-13;IPCA + 5,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;;;
IPCA SPREAD;LIGH2B;2026-06-16;2037-11-13;IPCA + 3,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;;;
IPCA SPREAD;LIGHB4;2026-06-16;2032-11-13;IPCA + 5,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;74.601914;66.13;
IPCA SPREAD;LIGHB7;2026-06-16;2032-11-13;IPCA + 5,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;74.601914;66.13;
DI SPREAD;MATD12;2026-06-16;2031-05-15;DI + 0,9500%;--;HOSPITAL MATER DEI S.A. (*);0.9359;0.5387;0.7226;0.11;0.60;0.84;1019.676106;100.75;837.0
IPCA SPREAD;MGPRA0;2026-06-16;2042-03-15;IPCA + 7,8868%;50%;CONCESSÃO METROVIÁRIA DO R. JANEIRO S/A (*);8.7816;8.5584;8.6661;0.06;8.59;8.73;1035.250659;94.42;1988.0
DI SPREAD;MOVI34;2026-06-16;2027-07-27;DI + 2,0500%;--;MOVIDA PARTICIPACOES S/A (*) (**);2.3663;0.9900;1.4976;0.12;1.37;1.62;709.046947;100.30;140.0
DI SPREAD;MOVIA2;2026-06-16;2026-10-15;DI + 2,1000%;--;MOVIDA PARTICIPACOES S/A (*);2.0521;0.7370;1.3907;0.11;1.27;1.50;514.047431;100.23;85.0
IPCA SPREAD;MSGT23;2026-06-16;2037-11-15;IPCA + 6,0762%;--;MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*);8.0560;7.9167;7.9663;0.09;7.87;8.05;1043.327699;88.96;1643.0
DI SPREAD;MULPB1;2026-06-16;2028-01-10;DI + 1,2000%;5%;MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**);0.7602;0.4539;0.6256;0.04;0.58;0.66;1069.794560;100.54;239.0
DI SPREAD;MULTB5;2026-06-16;2034-10-15;DI + 0,8000%;--;MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**);0.7830;0.4872;0.6393;0.06;0.57;0.69;1031.074084;100.73;1159.0
DI SPREAD;MVLV19;2026-06-16;2027-04-05;DI + 2,9500%;--;MOVIDA PARTICIPACOES S/A (*);2.6143;2.0208;2.3320;0.14;2.19;2.47;518.255979;100.45;190.0
IPCA SPREAD;NEOE26;2026-06-16;2033-06-15;IPCA + 4,2200%;--;NEOENERGIA S/A;8.3588;8.1077;8.1895;0.08;8.10;8.27;815.292111;87.42;887.0
DI SPREAD;OMGE17;2026-06-16;2031-02-15;DI + 0,8900%;15%;OMEGA GERAÇÃO S/A (*);1.4518;1.1904;1.3137;0.11;1.19;1.42;1022.820031;98.59;851.0
DI SPREAD;OPCT16;2026-06-16;2029-12-18;DI + 2,5000%;--;OCEANPACT SERVICOS MARITIMOS S.A. (*);1.6194;1.3101;1.4603;0.04;1.41;1.50;1034.211704;102.12;520.0
DI SPREAD;OPCT17;2026-06-16;2030-07-27;DI + 2,0000%;--;OCEANPACT SERVICOS MARITIMOS S.A.  (*);1.6597;1.3833;1.5104;0.03;1.47;1.54;1019.909729;101.18;616.0
IPCA SPREAD;ORIG11;2026-06-16;2035-12-15;IPCA + 8,4001%;--;ORIGEM ENERGIA S.A (*);11.3485;10.8366;10.9642;0.24;10.71;11.21;1002.740417;88.56;1288.0
DI SPREAD;OVSA10;2026-06-16;2026-06-20;DI + 2,4000%;--;UNIDAS LOCACOES E SERVICOS S.A. (*) (**);1.8600;1.4260;1.6542;0.08;1.57;1.73;539.200643;100.01;4.0
DI SPREAD;OZNH11;2026-06-16;2031-11-26;DI + 3,5000%;5%;OZN HEALTH SPE S.A (*);2.1522;1.7189;1.9373;0.07;1.86;2.00;971.273128;103.46;568.0
DI SPREAD;PALFA6;2026-06-16;2030-02-15;DI + 0,5900%;--;COMPANHIA PAULISTA DE FORÇA E LUZ (*);0.7551;0.4259;0.6113;0.07;0.53;0.69;1011.223413;99.94;643.0
IPCA SPREAD;PALFB6;2026-06-16;2035-02-15;IPCA + 7,7082%;--;COMPANHIA PAULISTA DE FORÇA E LUZ (*);8.1038;7.8269;7.9327;0.06;7.86;7.99;1078.307472;98.80;1454.0
DI SPREAD;PASS14;2026-06-16;2030-06-01;DI + 0,6500%;--;COMPASS GAS E ENERGIA S.A (*);0.9427;0.7000;0.7888;0.07;0.71;0.86;1001.315627;99.57;782.0
IPCA SPREAD;PEJA11;2026-06-16;2032-08-15;IPCA + 7,4100%;45%;PRIO FORTE S.A (*);8.5651;8.2820;8.4000;0.16;8.23;8.56;1186.050899;97.19;778.0
IPCA SPREAD;PETR27;2026-06-16;2034-09-15;IPCA + 3,9000%;--;PETRÓLEO BRASILEIRO S/A - PETROBRAS;7.4799;7.1525;7.3138;0.11;7.19;7.42;1177.981909;79.84;1731.0
IPCA SPREAD;POTE11;2026-06-16;2041-12-15;IPCA + 7,3706%;45%;POTENGI HOLDINGS S.A. (*);8.4991;8.2504;8.4435;0.08;8.35;8.52;1013.017051;93.85;1582.0
DI SPREAD;PRLG17;2026-06-16;2030-04-10;DI + 1,2000%;10%;PROLAGOS S/A - C.S.PUBL. DE ÁGUA E ESGOTO (*);1.3021;1.0000;1.1205;0.08;1.03;1.20;1028.392141;100.23;741.0
DI SPREAD;QUAL16;2026-06-16;2027-06-03;DI + 1,8500%;--;QUALICORP S/A (*) (**);3.1514;2.6513;2.9122;0.04;2.86;2.95;248.828090;99.04;231.0
DI SPREAD;QYAN11;2026-06-16;2032-11-18;DI + 1,0000%;5%;QUANTUM MANTIQUEIRA PARTICIPACOES S.A. (*) (**);0.9050;0.5741;0.7476;0.05;0.69;0.80;1020.330216;100.86;873.0
DI SPREAD;RDORF1;2026-06-16;2033-06-10;DI + 0,9000%;--;REDE DOR SÃO LUIZ S/A (*);1.1242;0.9500;1.0402;0.01;1.02;1.05;996.250840;99.39;1094.0
DI SPREAD;RECV13;2026-06-16;2032-07-04;DI + 1,1000%;--;PETRORECONCAVO S.A. (*);0.9758;0.3784;0.7057;0.17;0.53;0.87;1081.225880;101.35;870.0
DI SPREAD;RENTC4;2026-06-16;2028-11-25;DI + 1,8500%;--;LOCALIZA RENT A CAR (*);1.5000;1.1102;1.2961;0.05;1.24;1.34;1020.729370;101.14;527.0
DI SPREAD;RENTD5;2026-06-16;2031-08-27;DI + 1,1800%;--;LOCALIZA RENT A CAR (*);1.2881;0.9245;1.0968;0.10;0.99;1.20;1046.671768;100.27;846.0
IPCA SPREAD;RIS412;2026-06-16;2034-01-15;IPCA + 6,9000%;--;AGUAS DO RIO 4 SPE S.A (*);12.8826;11.7079;12.4556;0.39;12.06;12.84;9.563931;81.20;1006.0
IPCA SPREAD;RRRP13;2026-06-16;2033-10-15;IPCA + 8,4166%;--;3R PETROLEUM OLEO E GAS S.A. (*);9.5466;9.1860;9.3767;0.05;9.31;9.43;1114.475077;96.60;982.0
IPCA SPREAD;SAELA3;2026-06-16;2031-04-15;IPCA + 6,1581%;--;ENERGISA PARAIBA - DISTR.DE ENERGIA S/A;8.3985;8.1674;8.2623;0.08;8.17;8.35;1032.287438;92.13;1048.0
IPCA SPREAD;SAPRA2;2026-06-16;2029-03-15;IPCA + 4,2474%;--;COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*);8.1828;7.7776;8.0174;0.12;7.89;8.14;1249.903747;91.26;647.0
IPCA SPREAD;SAVI13;2026-06-16;2031-09-15;IPCA + 5,9548%;--;SANTA VITÓRIA DO PALMAR ENERGIAS RENOVÁVEIS S.A.;9.0618;8.7267;8.9153;0.17;8.74;9.08;629.394184;92.29;725.0
DI SPREAD;SBSPD2;2026-06-16;2026-09-10;DI + 0,3000%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**);0.3244;0.1427;0.2316;0.01;0.21;0.24;1037.223792;100.01;61.0
DI SPREAD;SBSPL8;2026-06-16;2033-02-15;DI + 0,6400%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);0.7273;0.4406;0.5959;0.07;0.52;0.67;1042.932133;100.18;1084.0
IPCA SPREAD;SDOM12;2026-06-16;2034-01-15;IPCA + 9,1500%;--;USINA SAO DOMINGOS-ACUCAR E ETANOL S/A (*);;;;;;;;;
DI SPREAD;SMFT18;2026-06-16;2030-10-20;DI + 1,9500%;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*);1.5510;1.1909;1.4317;0.21;1.21;1.64;1038.944987;101.50;740.0
DI SPREAD;SMFTA2;2026-06-16;2030-09-04;DI + 0,6500%;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*);0.8995;0.6923;0.7893;0.07;0.71;0.86;1036.288919;99.60;720.0
DI SPREAD;SNGOA2;2026-06-16;2029-07-15;DI + 0,8000%;--;SANEAMENTO DE GOIÁS - SANEAGO;0.6758;0.3754;0.5404;0.06;0.47;0.60;1004.211675;100.36;355.0
IPCA SPREAD;SPRZ11;2026-06-16;2030-09-15;IPCA + 6,7968%;--;ESPERANZA TRANSMISSORA DE ENERGIA S.A (*);8.1608;7.9442;8.0302;0.21;7.81;8.24;696.113399;97.89;463.0
DI SPREAD;SUMI15;2026-06-16;2028-10-30;DI + 3,2000%;--;GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*) (**);;;;;;;;;
IPCA SPREAD;SUMI19;2026-06-16;2032-04-15;IPCA + 9,4735%;--;GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*);14.8097;13.0487;14.0691;0.47;13.59;14.54;897.986806;84.22;1036.0
IPCA SPREAD;TAEB15;2026-06-16;2027-06-15;IPCA + 6,0661%;--;TEREOS ACUCAR E ENERGIA BRASIL S.A. (*);;;;;;;;;
IPCA SPREAD;TAEE26;2026-06-16;2044-05-15;IPCA + 5,5000%;--;TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*) (**);7.7219;7.4268;7.5451;0.05;7.48;7.60;1233.385170;85.19;2050.0
IPCA SPREAD;TAEEA2;2026-06-16;2036-05-15;IPCA + 4,7605%;--;TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A;7.9093;7.5737;7.6702;0.08;7.58;7.75;1104.874653;82.08;1788.0
IPCA SPREAD;TAEEA4;2026-06-16;2033-09-15;IPCA + 5,8741%;--;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;8.0715;7.7552;7.8749;0.15;7.71;8.03;1037.708778;89.58;1468.0
IPCA SPREAD;TAEEB4;2026-06-16;2035-09-15;IPCA + 6,0653%;--;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;7.9540;7.5686;7.7511;0.15;7.59;7.90;1037.151498;89.49;1754.0
